Segmento,Modelo do Avião,Quantidade entregue,Ano de fabricação,Ano de entrega,Quantidade de Motores,Tamanho do tanque (litros),Peso do avião vazio ,Custo de combustível - AVGAS (pré pandemia),Custo de combustível AVGAS (pós pandemia),Custo de combustível - querosene ,Custo de combustível - querosene (póspandemia),Cliente,Origem,Destino,Distância (km),Autonomia (km),Parada para reabastecer,Frete (pre pandemia - AVGAS) ,Frete (pos pandemia - AVGAS),Frete - QAV,Frete (pos pandemia - QAV),Custo total AVGAs,Custo total QAV
Aviação Executiva,Legacy 500,3,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Alitalia,São José dos Campos,Itália,9397,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 95.704,11","R$ 207.200,50","R$ 608.088,42","R$ 287.112,33"
Aviação Executiva,Legacy 500,1,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,5790,2,"R$ 304.044,21","R$ 372.960,90","R$ 143.556,16","R$ 310.800,75","R$ 304.044,21","R$ 143.556,16"
Aviação Executiva,Legacy 500,3,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",BA CityFlyer,São José dos Campos,Reino Unido,9614,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 95.704,11","R$ 207.200,50","R$ 608.088,42","R$ 287.112,33"
Aviação Executiva,Legacy 500,2,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,5790,2,"R$ 304.044,21","R$ 372.960,90","R$ 143.556,16","R$ 310.800,75","R$ 608.088,42","R$ 287.112,33"
Aviação Comercial,EMBRAER 175 (E175),11,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",NIKI,São José dos Campos,Áustria,9903,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 82.213,32","R$ 160.770,86","R$ 1.730.034,25","R$ 904.346,57"
Aviação Comercial,EMBRAER 175 (E175),8,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Airnorth,São José dos Campos,Austrália,14613,4074,3,"R$ 209.701,12","R$ 257.233,38","R$ 109.617,77","R$ 214.361,15","R$ 1.677.608,97","R$ 876.942,13"
Aviação Comercial,EMBRAER 175 (E175),11,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Aercap,São José dos Campos,Irlanda,9254,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 82.213,32","R$ 160.770,86","R$ 1.730.034,25","R$ 904.346,57"
Aviação Comercial,EMBRAER 175 (E175),20,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 82.213,32","R$ 160.770,86","R$ 3.145.516,82","R$ 1.644.266,49"
Aviação Comercial,EMBRAER 175 (E175),16,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Aercap,São José dos Campos,Irlanda,9254,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 82.213,32","R$ 160.770,86","R$ 2.516.413,46","R$ 1.315.413,19"
Aviação Comercial,EMBRAER 175 (E175),1,2018,2019,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",KunPeng,São José dos Campos,China,16805,4074,4,"R$ 262.126,40","R$ 321.541,72","R$ 137.022,21","R$ 267.951,43","R$ 262.126,40","R$ 137.022,21"
Aviação Comercial,EMBRAER 190 (E190),1,2018,2019,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Aurigny,São José dos Campos,Guernesei,9138,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 113.991,34","R$ 222.913,82","R$ 218.067,87","R$ 113.991,34"
Aviação Comercial,EMBRAER 190 (E190),3,2018,2019,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,4537,1,"R$ 145.378,58","R$ 178.331,06","R$ 75.994,23","R$ 148.609,22","R$ 436.135,74","R$ 227.982,69"
Aviação Comercial,EMBRAER 190 (E190),1,2018,2019,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",CIAF,São José dos Campos,Egito,9932,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 113.991,34","R$ 222.913,82","R$ 218.067,87","R$ 113.991,34"
Aviação Comercial,EMBRAER 195 (E195),1,2018,2019,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 113.991,34","R$ 222.913,82","R$ 218.067,87","R$ 113.991,34"
Aviação Comercial,EMBRAER 195 (E195),1,2018,2019,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 113.991,34","R$ 222.913,82","R$ 218.067,87","R$ 113.991,34"
Aviação Comercial,EMBRAER 195 (E195),1,2018,2019,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Alitalia,São José dos Campos,Itália,9397,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 113.991,34","R$ 222.913,82","R$ 218.067,87","R$ 113.991,34"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),7,2018,2019,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Air Astana,São José dos Campos,Cazaquistão,13569,5278,2,"R$ 230.155,67","R$ 282.324,28","R$ 120.310,04","R$ 235.270,24","R$ 1.611.089,67","R$ 842.170,27"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),5,2018,2019,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 80.206,69","R$ 156.846,82","R$ 767.185,56","R$ 401.033,46"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),2,2018,2019,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Copa,São José dos Campos,Panamá,5180,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 80.206,69","R$ 156.846,82","R$ 306.874,22","R$ 160.413,39"
Aviação Executiva,Phenom 100,9,2018,2019,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Saudi Arabian Airlines,São José dos Campos,Arábia Saudita,11114,2182,5,"R$ 58.001,25","R$ 71.148,19","R$ 30.319,18","R$ 59.290,16","R$ 522.011,21","R$ 272.872,66"
Aviação Executiva,Phenom 100,1,2018,2019,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",LAM,São José dos Campos,Moçambique,8353,2182,3,"R$ 38.667,50","R$ 47.432,13","R$ 20.212,79","R$ 39.526,77","R$ 38.667,50","R$ 20.212,79"
Aviação Executiva,Phenom 100,1,2018,2019,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",TAME,São José dos Campos,Equador,4212,2182,1,"R$ 19.333,75","R$ 23.716,06","R$ 10.106,39","R$ 19.763,39","R$ 19.333,75","R$ 10.106,39"
Aviação Executiva,Phenom 300,48,2018,2019,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Alitalia,São José dos Campos,Itália,9397,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 16.319,63","R$ 31.913,57","R$ 1.498.550,43","R$ 783.342,26"
Aviação Executiva,Phenom 300,1,2018,2019,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Aeromexico,São José dos Campos,México,8030,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 16.319,63","R$ 31.913,57","R$ 31.219,80","R$ 16.319,63"
Aviação Executiva,Phenom 300,2,2018,2019,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",NIKI,São José dos Campos,Áustria,9903,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 16.319,63","R$ 31.913,57","R$ 62.439,60","R$ 32.639,26"
Aviação Executiva,Legacy 650,5,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,7223,0,"R$ 101.348,07","R$ 124.320,30","R$ 52.978,01","R$ 103.600,25","R$ 506.740,35","R$ 264.890,07"
Aviação Executiva,Legacy 450,5,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,5790,2,"R$ 304.044,21","R$ 372.960,90","R$ 158.934,04","R$ 310.800,75","R$ 1.520.221,05","R$ 794.670,22"
Aviação Executiva,Legacy 450,8,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Azul,São José dos Campos,Brasil,124,5790,0,"R$ 101.348,07","R$ 124.320,30","R$ 52.978,01","R$ 103.600,25","R$ 810.784,56","R$ 423.824,12"
Aviação Executiva,Legacy 450,1,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",LAM,São José dos Campos,Moçambique,8353,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 202.696,14","R$ 105.956,03"
Aviação Executiva,Legacy 450,1,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Overland Airways,São José dos Campos,Nigéria,6930,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 202.696,14","R$ 105.956,03"
Aviação Executiva,Legacy 500,7,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Sirte Oil,São José dos Campos,Líbia,8736,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 1.418.872,98","R$ 741.692,20"
Aviação Executiva,Legacy 500,3,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 608.088,42","R$ 317.868,09"
Aviação Executiva,Legacy 500,1,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Regional,São José dos Campos,França,9108,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 202.696,14","R$ 105.956,03"
Aviação Executiva,Praetor 500,3,2018,2019,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Copa,São José dos Campos,Panamá,5180,5790,0,"R$ 29.970,11","R$ 36.763,34","R$ 15.666,38","R$ 30.636,11","R$ 89.910,34","R$ 46.999,13"
Aviação Executiva,Praetor 600,3,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Air Moldova,São José dos Campos,Moldávia,10777,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 608.088,42","R$ 317.868,09"
Aviação Executiva,Praetor 600,9,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Sirte Oil,São José dos Campos,Líbia,8736,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 1.824.265,26","R$ 953.604,26"
Aviação Executiva,Praetor 600,1,2018,2019,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,35","R$ 4,60",Air Moldova,São José dos Campos,Moldávia,10777,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 105.956,03","R$ 207.200,50","R$ 202.696,14","R$ 105.956,03"
Aviação Comercial,EMBRAER 175 (E175),21,2019,2020,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",NIKI,São José dos Campos,Áustria,9903,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 69.851,44","R$ 160.770,86","R$ 4.051.425,67","R$ 1.466.880,31"
Aviação Comercial,EMBRAER 175 (E175),3,2019,2020,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 69.851,44","R$ 160.770,86","R$ 578.775,10","R$ 209.554,33"
Aviação Comercial,EMBRAER 175 (E175),3,2019,2020,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Austral,São José dos Campos,Argentina,2386,4074,0,"R$ 52.425,28","R$ 64.308,34","R$ 23.283,81","R$ 53.590,29","R$ 192.925,03","R$ 69.851,44"
Aviação Comercial,EMBRAER 175 (E175),2,2019,2020,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Salam Air,São José dos Campos,Omã,12076,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 69.851,44","R$ 160.770,86","R$ 385.850,06","R$ 139.702,89"
Aviação Comercial,EMBRAER 175 (E175),3,2019,2020,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 69.851,44","R$ 160.770,86","R$ 578.775,10","R$ 209.554,33"
Aviação Comercial,EMBRAER 190 (E190),1,2019,2020,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Belavia,São José dos Campos,Bielorrússia,11066,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 96.851,21","R$ 222.913,82","R$ 267.496,59","R$ 96.851,21"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),1,2019,2020,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,5278,1,"R$ 153.437,11","R$ 188.216,19","R$ 68.146,54","R$ 156.846,82","R$ 188.216,19","R$ 68.146,54"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),1,2019,2020,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,5278,2,"R$ 230.155,67","R$ 282.324,28","R$ 102.219,80","R$ 235.270,24","R$ 282.324,28","R$ 102.219,80"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),2,2019,2020,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Conviasa,São José dos Campos,Venezuela,3988,5278,0,"R$ 76.718,56","R$ 94.108,09","R$ 34.073,27","R$ 78.423,41","R$ 188.216,19","R$ 68.146,54"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),5,2019,2020,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Alitalia,São José dos Campos,Itália,9397,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 68.146,54","R$ 156.846,82","R$ 941.080,95","R$ 340.732,68"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),2,2019,2020,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 68.146,54","R$ 156.846,82","R$ 376.432,38","R$ 136.293,07"
Aviação Executiva,Phenom 100,2,2019,2020,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,2182,5,"R$ 58.001,25","R$ 71.148,19","R$ 25.760,29","R$ 59.290,16","R$ 142.296,39","R$ 51.520,57"
Aviação Executiva,Phenom 100,2,2019,2020,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Aurigny,São José dos Campos,Guernesei,9138,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 21.466,91","R$ 49.408,47","R$ 118.580,32","R$ 42.933,81"
Aviação Executiva,Phenom 100,1,2019,2020,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,2182,7,"R$ 77.334,99","R$ 94.864,26","R$ 34.347,05","R$ 79.053,55","R$ 94.864,26","R$ 34.347,05"
Aviação Executiva,Phenom 100,1,2019,2020,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Virgin Australia,São José dos Campos,Austrália,14613,2182,6,"R$ 67.668,12","R$ 83.006,23","R$ 30.053,67","R$ 69.171,86","R$ 83.006,23","R$ 30.053,67"
Aviação Executiva,Phenom 300,22,2019,2020,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",ECC Leasing,São José dos Campos,Irlanda,9254,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 13.865,75","R$ 31.913,57","R$ 842.518,36","R$ 305.046,59"
Aviação Executiva,Phenom 300,11,2019,2020,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 13.865,75","R$ 31.913,57","R$ 421.259,18","R$ 152.523,30"
Aviação Executiva,Phenom 300,15,2019,2020,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",CIT,São José dos Campos,EUA,8490,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 13.865,75","R$ 31.913,57","R$ 574.444,33","R$ 207.986,31"
Aviação Executiva,Phenom 300,2,2019,2020,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,3650,1,"R$ 20.813,20","R$ 25.530,86","R$ 9.243,84","R$ 21.275,72","R$ 51.061,72","R$ 18.487,67"
Aviação Executiva,Legacy 650,1,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 248.640,60","R$ 90.024,11"
Aviação Executiva,Legacy 500,1,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Dniproavia,São José dos Campos,Ucrânia,11012,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 248.640,60","R$ 90.024,11"
Aviação Executiva,Praetor 500,5,2019,2020,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,5790,2,"R$ 89.910,34","R$ 110.290,01","R$ 39.932,18","R$ 91.908,34","R$ 551.450,06","R$ 199.660,89"
Aviação Executiva,Praetor 500,5,2019,2020,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,5790,1,"R$ 59.940,22","R$ 73.526,68","R$ 26.621,45","R$ 61.272,23","R$ 367.633,38","R$ 133.107,26"
Aviação Executiva,Praetor 600,3,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Air Canada,São José dos Campos,Canadá,10478,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 745.921,79","R$ 270.072,34"
Aviação Executiva,Praetor 600,2,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Aeromexico,São José dos Campos,México,8030,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 497.281,20","R$ 180.048,22"
Aviação Executiva,Praetor 600,5,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Aercap,São José dos Campos,Irlanda,9254,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 1.243.202,99","R$ 450.120,56"
Aviação Executiva,Praetor 600,1,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Belavia,São José dos Campos,Bielorrússia,11066,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 248.640,60","R$ 90.024,11"
Aviação Executiva,Praetor 600,6,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 1.491.843,59","R$ 540.144,67"
Aviação Executiva,Praetor 600,1,2019,2020,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,00","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 90.024,11","R$ 207.200,50","R$ 248.640,60","R$ 90.024,11"
Aviação Comercial,EMBRAER 175 (E175),18,2020,2021,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Satena,São José dos Campos,Colômbia,4362,4074,1,"R$ 104.850,56","R$ 128.616,69","R$ 86.436,47","R$ 107.180,57","R$ 2.315.100,38","R$ 1.555.856,50"
Aviação Comercial,EMBRAER 175 (E175),3,2020,2021,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",LAM,São José dos Campos,Moçambique,8353,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 129.654,71","R$ 160.770,86","R$ 578.775,10","R$ 388.964,13"
Aviação Comercial,EMBRAER 175 (E175),2,2020,2021,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Finnair,São José dos Campos,Finlândia,11359,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 129.654,71","R$ 160.770,86","R$ 385.850,06","R$ 259.309,42"
Aviação Comercial,EMBRAER 175 (E175),1,2020,2021,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",LOT Polish,São José dos Campos,Polônia,10454,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 129.654,71","R$ 160.770,86","R$ 192.925,03","R$ 129.654,71"
Aviação Comercial,EMBRAER 175 (E175),3,2020,2021,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 129.654,71","R$ 160.770,86","R$ 578.775,10","R$ 388.964,13"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),1,2020,2021,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Aero Republica,São José dos Campos,Colômbia,4362,5278,0,"R$ 76.718,56","R$ 94.108,09","R$ 63.245,07","R$ 78.423,41","R$ 94.108,09","R$ 63.245,07"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),1,2020,2021,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Lufthansa,São José dos Campos,Alemanha,9923,5278,1,"R$ 153.437,11","R$ 188.216,19","R$ 126.490,14","R$ 156.846,82","R$ 188.216,19","R$ 126.490,14"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),16,2020,2021,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",KunPeng,São José dos Campos,China,16805,4800,3,"R$ 306.874,22","R$ 376.432,38","R$ 252.980,29","R$ 313.693,65","R$ 6.022.918,07","R$ 4.047.684,63"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),2,2020,2021,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 189.735,22","R$ 235.270,24","R$ 564.648,57","R$ 379.470,43"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),1,2020,2021,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",KLM,São José dos Campos,Países Baixos,9731,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 189.735,22","R$ 235.270,24","R$ 282.324,28","R$ 189.735,22"
Aviação Executiva,Phenom 100,3,2020,2021,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",KunPeng,São José dos Campos,China,16805,2182,7,"R$ 77.334,99","R$ 94.864,26","R$ 63.753,25","R$ 79.053,55","R$ 284.592,78","R$ 191.259,75"
Aviação Executiva,Phenom 100,3,2020,2021,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 39.845,78","R$ 49.408,47","R$ 177.870,49","R$ 119.537,34"
Aviação Executiva,Phenom 300,40,2020,2021,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,3650,3,"R$ 41.626,40","R$ 51.061,72","R$ 34.315,88","R$ 42.551,43","R$ 2.042.468,74","R$ 1.372.635,20"
Aviação Executiva,Phenom 300,9,2020,2021,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Sirte Oil,São José dos Campos,Líbia,8736,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 25.736,91","R$ 31.913,57","R$ 344.666,60","R$ 231.632,19"
Aviação Executiva,Phenom 300,7,2020,2021,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Overland Airways,São José dos Campos,Nigéria,6930,3650,1,"R$ 20.813,20","R$ 25.530,86","R$ 17.157,94","R$ 21.275,72","R$ 178.716,01","R$ 120.105,58"
Aviação Executiva,Praetor 500,4,2020,2021,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",China Southern,São José dos Campos,China,16805,5790,2,"R$ 89.910,34","R$ 110.290,01","R$ 74.120,08","R$ 91.908,34","R$ 441.160,05","R$ 296.480,33"
Aviação Executiva,Praetor 500,8,2020,2021,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Flybe,São José dos Campos,Reino Unido,9614,5790,1,"R$ 59.940,22","R$ 73.526,68","R$ 49.413,39","R$ 61.272,23","R$ 588.213,40","R$ 395.307,11"
Aviação Executiva,Praetor 500,2,2020,2021,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Petro Air,São José dos Campos,Líbia,8736,5790,1,"R$ 59.940,22","R$ 73.526,68","R$ 49.413,39","R$ 61.272,23","R$ 147.053,35","R$ 98.826,78"
Aviação Executiva,Praetor 600,11,2020,2021,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",Kenya Airways,São José dos Campos,Quênia,9367,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 167.098,19","R$ 207.200,50","R$ 2.735.046,58","R$ 1.838.080,13"
Aviação Executiva,Praetor 600,6,2020,2021,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 3,71","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,7223,2,"R$ 304.044,21","R$ 372.960,90","R$ 250.647,29","R$ 310.800,75","R$ 2.237.765,38","R$ 1.503.883,74"
